HUMAN_TRANSCRIPTION,SYSTEM_TRANSCRIPTION,CENTURY,ImageID,TEXT_LINE_NUM
τεχειν αναγκαιον ουν σημερον τοις ακολου,τεχειν αναγκαιονουν σημερον τοις ακολου,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,23
θως ειρημενοις επεξελθειν επειδη γαρ ειπεν,θως ειρημενοις ἐπερελθειν επειδηγαρειπεν,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,24
η δε γη ην αορατος και ακατασκευαστος δι,ηδεγηκναορατος και ακατασκευαστος δι,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,25
δασκει ημας ακριβως ποθεν ην αορατος,δασκειημας ακρικως ποχενηναρατος,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,26
και ακατασκευαστος φασκων και σκοτος επα,ακατασκευαστος φασκων εαισκοτος επλ,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,27
νω της αβυσσου και πνα θυ επεφερετο,ιω της αλω σσου και πναθυ επεφερετο,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,28
επανω του υδατος σκοπει μοι ενταυθα,επανω του υδατος σκοπειμοι ενταυθα,10,91 Bodleian-Library-MS-Barocci-184_00031_fol-15r.jpg,29
Του μακαριου προφητου το απορρητον και όπως,του μακαριου προφητου το απορρητον αῳ οπωση,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,1
ου παντα κατά μερος  διηγειται τα δημιουργη,ω παντα καταμερος διηγειται τα δημι ουργη,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,2
θεντα αλλα τα σνεκτικωτερα των στοι,θεντα αλλα τα συν εητικωτερα των στοι,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,3
χειων διδαξας ημας και ουνου και γης μνη,χειων διδαφας ημας και ουνουκαι γης μνη,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,4
μονευσας τα αλλα παραλιμπανει ουδαμου,μονευσας τα αλλα παραλιμπανει ουδαμε,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,5
γαρ ειπων των υδατων την δημιουργιαν φησιν,γαρ ειπων των υδατων την δημι ουργιαν φησιν,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,6
και σκοτος επανω της αβυσσουκαι πνα θυ,ωσκοτος επανω της αυω σσου και πνα θω,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,7
επεφερετο επανω του υδατος τουτο γαρ,επεφερετο επανω του υδατος τουτογαρ,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,8
ην το καλυπτον της γης το προσωπον το,ην τοκαλυ πτον της γης το προσωπον το,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,9
σκοτος λεγω και η αβυσσος των υδατων,σκοτος λεγω και ισμωσσος τῶν οδατων,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,10
εμαθομεν εντευθεν ότι απαν το ορωμενον,εμαθομεν εντευθεν ότι ἀπην τοςρωμενον,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,11
αβυσσος ην υδατων σκοτω κεκαλυμμενη,αβωσσος ην υδατων σκοτωκεκαλω μενη,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,12
και εδειτο του σοφου δημιουργου ώστε πασαν,εδειτο του σο φουδημι ουργου ωστε πασαν,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,13
ταυτης την αμορφιαν εξελειν και εις ευκο,ταυτης την αμορφιαν εξελειν και εις εκρ,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,14
σμιαν τινα τα παντα αγαγειν και σκοτος,ιμει αντιςαιτα παντα αγαγειν και σκοψος,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,15
φησιν επανω της αβυσσου και πνα θυ ε,εησιν επανω της ευνοτρυ εμισπνα θυν ε,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,16
πανω του υδατος τι βουλεται του τι το ει,πανω του υδατος τιρουλεται τουτιτοει,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,17
ρημενον πνα φησι θυ επεφερετο επανω,ρημενον πνα φησι θυ επεφερετο επανω,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,18
του υδατος εμοι δοκει τουτο σημαινειν ότι,του υδατος εμοι δοκει τουτοσημαινειν ότι,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,19
ενεργεια τις ζωτικη προσην τοις υδασι,εν εργεια τις θωτι κη προσην τοις υδασι,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,20
και ουκ ην απλως υδωρ εστως και ακινητον,ουκην απλως υυδωρεστως και ακινητον,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,21
αλλα κινουμενον και ζωτικην την δυναμιν,αλλα κινουμενον και ζω τικην την δυναμιν,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,22
εχον το γαρ ακινητον παντι αχρηστον  το δε,εχεν το γαρ ακινητον παντιαχρηστον τοδ ε,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,23
κινουμενον προς πολλα επιτηδειον ιν ουν,κινουμενον προς ποδα επιτηδειον ἵνουν,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,24
διδαξη ημας ότι το υδωρ τουτο το πολύ,δειδα ξηημας ότι το υδωρ τουτο το πολυ,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,25
και αμηχανον τινα δυναμιν ειχεν ζωτικην,και αμηχανον τινα δυν αμιν ειχενοω τικην,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,26
δια τουτο φησι και πνα θυ επεφερετο επα,δια τουτο φησι και πνα θυ επεφερετο επλ,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,27
νω του υδατος τουτο δε ουχ απλως παρα,νω του υδατος τουτοδε ουεαπλως παρα,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,28
λαβουσα η θεια γραφη λεγει αλλ επειδη προ,λαβουσα ηθεια γραφηλεγει αλλεπειδηπρο,10,92 Bodleian-Library-MS-Barocci-184_00032_fol-15v.jpg,29
ιουσαι μελλει διηγεισθαι ημιν ότι και ζωα εκ,ιδυσα μελει διηγεισθαι ημιν οτι και δωα εκ,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,1
τουτων των υδατων κατά προσταγμα του,τουτων των υδατων κατα προσταγμα του,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,2
των απαντων δημιουργου παρηχθη δια του,των απαντων δημιουργου παρηχθηνδια του,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,3
το εντευθεν ηδη διδασκει τον ακροατην ότι ου,το εντευθεν ηδη διδασκειτον ακροατην ότι ο,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,4
χ απλως υδωρ ην συνεστος αλλα κινουμενον,χαπλως υδωρην συνεστος αλλα κινουμενην,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,5
και διατρεχον και τα παντα επικλυζον,διατρεχον και τα παντα επικλυφον,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,6
επει ουν πολλη κατεκεχυτο παντος του ορω,πειουν πολληκατεκεχυτο παντος του δρῳ,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,7
μενου η αμορφια προσεταξεν ο αριστοτεχνης θς,μεν ου η αμορφια προσεταφεν δαριτοτεχνης,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,8
και τα της αμορφιας διεσκεδασθη και το,θε ωιτατης αμορ φιας διεσκεδασεη αιτο,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,9
καλλος τουτο αμηχανον του φωτος του ο,καλλος τουτοτοαμηχανον τουφωτος του,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,10
ρωμενου παραχθεν το τε σκοτος απηλασε,βωμενου παραχεθεν τοτε σκοτος απηλασε,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,11
το αισθητον και τα παντα κατηυγασεν και,τοαι θητον ειταπαντα κατηνγασεν και,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,12
ειπεν φησιν ο θς γενηθητω φως και εγενε,ειπεν φησιν οθε γενηθη τωφως κι εγενε,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,13
το φως ειπεν και εγενετο εκελευσεν και το,τοφωσι ειπεν και εγενεις εκελευσεν εαιτο,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,14
μεν σκοτος εφυγαδευθη το δε φως παρη,μενσκοτος εφυγαδευθη τοδεφως παρη,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,15
χθη ειδες δυναμιν αφατον αλλ οι τη πλανη,χθη ειδες δυν αμιν αφατον αλλ οιτη πλανη,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,16
προκατειλημμενοι ου προσεχοντες τη ακολου,προκπτειλημμενοι ου προσεχοντες τηακογς,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,17
θια των ειρημενων ουδε ακουοντες του μακα,θια των ειρημενων οὐδε ακουοντες του μακα,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,18
ριου μωυσεως λεγοντος εν αρχη εποιησεν,ρίουμω υσεωσλεγοντος εν αρχί εποιησεν,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,19
ο θς τον ουνον και την γην και τοτε επαγοντος,οθες τον ουνον και την γην εαιτοτε επαγοντος,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,20
η δε γη ην αορατος ακατασκευαστος δια,κδεγη κν αορατος και ακατασκευαστος δια,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,21
το τω σκοτω τοις υδασι κεκαλυφθαι ου,το τωσκοτω τοις υδασικεκαλυ φθαι ου,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,22
τω γαρ εδοξε τω δεσποτη εξ αρχης αυτην πα,τω γαρεδοξε το δεσποτη εξαρχης αυτην πλ,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,23
ραγαγειν φασιν ότι προυπεκειτο η υλη και το,"ραγαγειν, φασιν ότι προυπεκειτοη λη εατο",10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,24
σκοτος προυπηρχε τι ταυτης της ανοι,σκοτος προυπηρχε τι ταυτης της ανοι,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,25
ας χειρον γενοιτ αν ακουεις ότι εν αρχη εποι,αςχειρον γενοιταν ακουεις ότι εναρχι εποι,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,26
ησεν ο θς τον ουνον και την γην και ότι εξ ουκ ον,ησενοθε τον ουν ον και την γην αότι εξουκον,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,27
των εγενετο τα οντα και λεγεις ότι προυπηρ,των εγεν ετο τα οντα ειλεγεις ότι πρου πηρ,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,28
χε η υλη και τις ανασχοιτο τοσαυτης παροι,ενηλη και τις ανασχοιτο τοσαυτης παροι,10,93 Bodleian-Library-MS-Barocci-184_00033_fol-16r.jpg,29
νιας των νουν εχοντων μη γαρ ανος εστιν ο δημι,ευφίας τῶνν ουυνεχοντων μη γαρανος εστιν οδημι,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,1
ουργων ινα δεηθη τινος υποκειμενου και ου,ουργωῶν ινα δεηθητινος υποκειμενου και δυ,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,2
τω τα της τεχνης επιδειξηται θς εστι ω,τω τατης τεχνης επιδεῖξηται θες εστινῳ,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,3
παντα εικει λογω και προσταγματι ο παντα,παντα εικειλογω και προσταγματιο παντα,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,4
δημιουργων ορα γαρ ειπεν μονον και παρη,δημιουργων οραγαρ ειπενμονον εωὐπαρη,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,5
χθη το φως και παρεχωρησε το σκοτος και,χθητοφως και παρεχωρησε τοσκοτος και,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,6
διεχωρησεν ο θς φησιν αναμεσον του φωτος,διεχωρησεν οθε φησιν αναμεσον του φωτος,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,7
και αναμεσον του σκοτους τι εστι διεχωρισεν,αναμεσον του σκότος τιεστιδιεχωρισεν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,8
εκαστω ιδιαν χωραν απενειμεν καταλληλον,εκαστωιν διαν χωραν απεν ειμεν καταλληλον,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,9
καιρον αφωρισε και επειδη τουτο γεγονε το,καιρον ἀφωρισε και επειδη τουτογεγονετο,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,10
τε λοιπον εκαστω την αρμοζουσαν προση,τελο πον εκαστω την αρμοβου σαν προση,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,11
γοριαν επιτιθησιν εκαλεσε γαρ φησιν ο θς,γοριαν επιτιθησιν εκαλεσεγαρ φησιν οθε,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,12
το φως ημεραν και το σκοτος εκαλεσε νυκτα,τοφως ημεραν και τοσκοτος εκαλεσενυκτλ,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,13
ειδες διαιρεσιν αριστην και δημιουργιαν θαυμα,ειδες διαιρεσιν αριστην κα δημι ουργιαν θαυμλ,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,14
στην και παντα λογον υπερβαινουσα λογω μο,στν και παντα λεγονυπερβαινουσανλογωμο,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,15
νω και επιταγματι γινομενην ειδες ποση,ωκαι επιταγματιγινομενην ειδες ποση,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,16
τη συγκαταβασει ο μακαριος ουτος προφη,τη συγκαταβλασειο μακαριος ουτος προφη,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,17
της εχρησατο μαλλον δε ο φιλανος θς δια,της εχρησατο μαλλονδε ο φιλανος θυςδια,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,18
της του προφητου γλωττης παιδευων το των,της του προ φη τουγλωτγης παιδευων τοιων,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,19
ανων γενος ειδεναι των γινομενων την ταξιν,ανῶν γενος ειδεναι τῶν γινομενῶν την ταδιν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,20
και τις ο του παντος δημιουργος και όπως εκα,τις ότου παντος δημιουργος ιοπως εκα,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,21
στον παρηχθη επειδη γαρ ετι ατελεστερον,τον παρηχθη επειδη γαρ ετιατελεστερόν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,22
διεκειτο το των ανων γενος και ουκ ηδυνατο,διεκειτο τοτων ανῶν γενος  ουκ η δυνατο,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,23
των τελειοτερων συνειναι την κατανοησιν,τωντελειοτερων ευνειναι την κατανοησιν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,24
δια τουτο προς την των ακουοντων ασθενειαν,δια του το προς την των ακουοντων ασθγενειαν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,25
το πνα το αγιον την του προφητου γλωτταν,το πνα τοαγιον την του προ φη τουχω τγαν,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,26
κινησαν ουτως απαντα ημιν διαλεγεται και,κινησαν ουτως απαντα ημιν διαλεγεται ο,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,27
ινα μαθης ότι δια το ατελες της ημετερας,ιναμαθης ότι δια τοατελες της ημετερας,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,28
διανοιας ταυτη εχρησατο τη συγκαταβασει,διαν οιας ταυτη εχρησατο τη συγκαταβασει,10,94 Bodleian-Library-MS-Barocci-184_00034_fol-16v.jpg,29
της διηγήσεως ορα τον της βροντης υιον οτε,τηςδικγησεπες ορα τον της βροντης ιον ότε,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,1
προς αρετην επεδωκε το των ανων γενος ου,προς αρετην επεδωκε τοτων ανων γενος ου,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,2
κετι ταυτην ερχομενον την οδον αλλ επι την υ,κετι ταυτην ερχωμενον την οδον αλλ επι την υ,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,3
ψηλοτεραν διδασκαλιαν αν αγοντα τους ακρο,ψηλοτεραν διδασκαλιαν αναγοντα τοὺς ακρο,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,4
ωμενους ειπων γαρ εν αρχη ην ο λογος και ο λογος,"ωμενους ειπων γαρεν αρχίην ολεγος, καιὁλογος",10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,5
ην προς τον θν και θς ην ο λογος επηγαγεν,ην προς τον θν και θες ηνολογος επηγαγεν,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,6
ην το φως το αληθινον ο φωτιζει παντα ανον ερ,υτοφως το αληθινον ὁφωτι δειπαντα ανον ερ,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,7
χομενον εις τον κοσμον καθαπερ γαρ ενταυθα,ομενον εις τον κοσμον καθαπεργαρ ενταυθη,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,8
το φως τουτο το αισθητον τω προσταγματι,τοφως τουτοτοαιθητον τω προσταγματι,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,9
του δεσποτου παραχεθεν το σκοτος τουτο,του δεσπο του παραχεθεν τοσκοτος τουτο,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,10
το ορωμενον απεκρυψεν ουτω και το νοητον,τρορωμενον απεκρυτεν ουτω και τον οητον,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,11
φως της πλανης το σκοτος απηλασεν και,φως της πλανης τοσκοτος απηλασεν ευς,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,12
προς την αληθειαν τους πλανωμενους εχει,προς την αληθειαν τοὺς πλανωμενους εχει,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,13
ραγωγησεν δεξωμεθα ουν μετα πολλης,ραγωγησεν δεξωμεθα ουν μετα πολλης,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,14
της ευγνωμοσυνης τα παρα της θειας,της ευγνωμοσυνης τα παρα της θείας,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,15
γραφης διδαγματα και μη αντιβλεπωμεν,γραφης διδαγματα και μηαντικλεθωμεν,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,16
τη αληθεια μηδε τω σκοτει παραμενωμεν,τη αληθεια μηδε τωσκοτει παραμενωμεν,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,17
αλλα προς το φως επειγωμεθα και αξια,αλλα προς τοφως επειγωμεθα και αφια,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,18
του φωτος και της ημερας διαπραττωμε,του φωτος και της ημερας δια πρατγωμε,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,19
θα εργα καθαπερ και παυλος πα,θα εργα καθαπερκαι παυλος πα,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,20
ραινει λεγων ως εν ημερα ευσχημονως πε,ραινειλεγων ως εν ημερα ευχημονως πε,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,21
ριπατησωμεν και μη εργαζομεθα τα ερ,ρι πατησωμεν εουμη εργαζόμεθα τα ερ,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,22
γα του σκοτους και εκαλεσεν φησιν ο θς,γα του σκοτους κα εκαλεσεφησιν οθε,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,23
το φως ημεραν και το σκοτος εκαλεσεν νυκτα,τοφως ημεραν ετοσκοτος εκαλεσενυητλ,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,24
αλλ ο μικρου ημας παρεδραμεν αναγκαι,ελομικρου ημας παρεδραμεν αναγκαι,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,25
ον τουτο επαναβειν παλιν επειδη γαρ,ον τουτο επαναλακειν πευλειν επειδηγαρ,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,26
ειπεν γενηθητω φως και εγενετο φως και,ιπεν γενηθητω φως και εγενετοφως και,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,27
ειδεν ο θς το φως ότι καλον θεα μοι αγαπη,ειδενοθες τοφως ότι καλον θεαμοι αγαπη,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,28
τε ενταυθα ποση η συγκαταβασις των ρη,ε ενταυθα ποσηη συγκα ταβλασις τωνρη,10,95 Bodleian-Library-MS-Barocci-184_00035_fol-17r.jpg,29
ματων τι ουν πριν η γενεσθαι ουκ ηδει ότι,ματων τι ουν πριν ηγενεσθαι ουην δεις τι,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,1
καλον αλλα μετα το πραχθηναι η οψις εδειξεν,καλον αλλακετα το πραχεθκναι κησψις ἐδείξεν,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,2
τω δημιουργω το καλλος του πραχθεντος και,τω δημι ουργω τοκαλλος του πραχεντος και,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,3
τις αν τουτο ειποι των νουν εχοντων ει γαρ ανος,τιςαν τουτο ειποι των νουν εχοντων ειγαρ ανος,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,4
τεχνη τινι εργαζομενος και πριν η κατά,τεχνητινιεργαζομενος και πρινηκατα,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,5
σκευασει το υπ αυτου δημιουργουμενον και,σκευασει τουπαυτου δημι ουργουμενον και,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,6
πριν η μορφωσει οιδε την χρειαν εις ην συν,πρινημορφωσειοι δε την χρείιαν εις ην συν,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,7
τελειτο υπ αυτου γενομενων πολλω μαλλον ο,ταλειτο υπαυτου γινομενον πολλωμαλλονο,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,8
των απαντων δημιουργος ο λογω τα παντα,"των απαντων δημιουργοςυ, ὁλογω τα παντα",10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,9
εκ του μη οντος εις το είναι παραγαγων ηδε και,κ του μηοντος ειτο ειναι παραγαγων ηδεικαι,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,10
προ του δημιουργηθηναι το φως ότι καλον,προ του δημι ουργηθηναὶ τοφως ότι καλον,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,11
τινος ουν ενεκεν ταυτην τη λεξει εχρησατο,τινος ουνενεκεν ταυτη τηλερξειεχρησατο,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,12
προς την συνηθειαν την ανινην συγκαταβαι,προς την συνηθειαν την ανινην συγκατακα,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,13
νων απαντα φθεγγεται ο μακαριος ουτος,υων απαντα φθεγγεται ομακαριος ουτος,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,14
προφητης και καθαπερ οι ανοι επειδαν τι,προφητης οικαθαπεροιαν οιεπειδαντι,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,15
μετα πολλης της επιμελειας εργασωνται,μεια πολλης της επιμελειας εργαρωνται,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,16
και τελος επιθωσι τοις οικειοις καματοις το,ετελος επιθωσι τοις οικείοις καματοις το,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,17
τε εκ της δοκιμασιας και τον επαινον προ,τε εητης δοκιμασιας και τον επαινον προ,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,18
σαγωσιν τοις υπ αυτων γινομενοις τον αυτόν,σαγωσιν τοις υπαυτων γινομενοις τὸν αὐτὸν,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,19
δη τροπον και η θεια γραφη νυν συγκατιου,δητρο πον και ηθεια γραφηνν συγκατιου,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,20
σα τη ασθενεια της ακοης της ημετερας,σα τηασενεια της ακοης της ημετερας,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,21
φησιν και ειδεν ο θς το φως ότι καλον και το,φησιν καιὶ ειδενόθε τοφως ότι καλον ατο,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,22
τε επηγαγεν και διεχωρησεν ο θς αναμεσον,τε επηγαγεν ουὐδιεχωρησενοθες αναμεσον,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,23
του φωτος και αναμεσον του σκοτους και εκα,του φωτος και αναμεσον του σκοτους ουεκα,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,24
λεσεν ο θς το φως ημεραν και το σκοτος ε,λεσενοθς τοφως ημεραν και τοσκοτος ε,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,25
καλεσεν νυκτα και ιδιαν τινα χωρα εκα,λαλεσεν νυητα και ιδιαν τιναχωραν εκα,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,26
στω απενειμεν ορους τινας εξ αρχης και εκ προ,στω απενειμεν ορους τινας εξαρχης αι εκπρο,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,27
οιμιων εκαστω πηγνυς ώστε εις το διηνεκες,οιμιων εκαστω πηγνυς ωστε ειτο διην εκε,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,28
τουτους απαραποδιστους διαφυλαττειν,τουτοὺς απαραποδιστους διαφυλατγειν,10,96 Bodleian-Library-MS-Barocci-184_00036_fol-17v.jpg,29
ανενδεης ων αλλα φιλανιαν τινι και αγαθοτητι,ανενδεης ων αλλ αφιλανια τιν ικαι αγαθοτητι,10,98 Bodleian-Library-MS-Barocci-184_00038_fol-18v.jpg,1
τα παντα ετεκτηνατο φια τουτο κατά μερος,τα παντα ετεκτηνατο δια τουτο καταμερος,10,98 Bodleian-Library-MS-Barocci-184_00038_fol-18v.jpg,2
